QuantumComputerID,T1CoherenceTime,T2CoherenceTime,Frequency,OperationID,OneQubitGateErrorRate
7,40.95,30.94,5.08,4,-5.96
7,34.93,36.51,5.29,4,2.34
7,57.78,45.84,5.24,4,5.66
7,57.38,64.34,5.03,4,1.66
7,59.90,37.97,5.30,4,0.10
7,40.95,30.94,5.08,4,-5.86
7,34.93,36.51,5.29,4,3.91
7,57.78,45.84,5.24,4,7.91
7,57.38,64.34,5.03,4,3.91
7,59.90,37.97,5.30,4,-2.34
7,40.95,30.94,5.08,4,-0.68
7,34.93,36.51,5.29,4,4.59
7,57.78,45.84,5.24,4,1.37
7,57.38,64.34,5.03,4,1.76
7,59.90,37.97,5.30,4,-1.76
7,40.95,30.94,5.08,4,-3.71
7,34.93,36.51,5.29,4,5.86
7,57.78,45.84,5.24,4,3.52
7,57.38,64.34,5.03,4,2.93
7,59.90,37.97,5.30,4,1.17
7,40.95,30.94,5.08,4,-2.34
7,34.93,36.51,5.29,4,5.37
7,57.78,45.84,5.24,4,6.35
7,57.38,64.34,5.03,4,2.05
7,59.90,37.97,5.30,4,1.27
7,40.95,30.94,5.08,4,-4.59
7,34.93,36.51,5.29,4,3.22
7,57.78,45.84,5.24,4,5.08
7,57.38,64.34,5.03,4,0.10
7,59.90,37.97,5.30,4,-0.49
7,40.95,30.94,5.08,4,-5.18
7,34.93,36.51,5.29,4,1.95
7,57.78,45.84,5.24,4,2.93
7,57.38,64.34,5.03,4,1.46
7,59.90,37.97,5.30,4,0.88
7,40.95,30.94,5.08,4,-6.05
7,34.93,36.51,5.29,4,2.93
7,57.78,45.84,5.24,4,6.45
7,57.38,64.34,5.03,4,3.81
7,59.90,37.97,5.30,4,-0.88
7,40.95,30.94,5.08,4,-5.18
7,34.93,36.51,5.29,4,2.44
7,57.78,45.84,5.24,4,3.52
7,57.38,64.34,5.03,4,3.71
7,59.90,37.97,5.30,4,0.20
7,40.95,30.94,5.08,4,-1.07
7,34.93,36.51,5.29,4,5.57
7,57.78,45.84,5.24,4,3.61
7,57.38,64.34,5.03,4,2.44
7,59.90,37.97,5.30,4,-0.10
7,40.95,30.94,5.08,4,-4.59
7,34.93,36.51,5.29,4,4.10
7,57.78,45.84,5.24,4,5.76
7,57.38,64.34,5.03,4,1.56
7,59.90,37.97,5.30,4,-3.22
7,40.95,30.94,5.08,4,-6.05
7,34.93,36.51,5.29,4,3.81
7,57.78,45.84,5.24,4,6.45
7,57.38,64.34,5.03,4,2.64
7,59.90,37.97,5.30,4,0.10
7,40.95,30.94,5.08,4,-1.95
7,34.93,36.51,5.29,4,2.05
7,57.78,45.84,5.24,4,3.91
7,57.38,64.34,5.03,4,0.78
7,59.90,37.97,5.30,4,-1.27
7,40.95,30.94,5.08,4,-2.25
7,34.93,36.51,5.29,4,4.49
7,57.78,45.84,5.24,4,5.47
7,57.38,64.34,5.03,4,0.78
7,59.90,37.97,5.30,4,-0.29
7,40.95,30.94,5.08,4,-4.10
7,34.93,36.51,5.29,4,3.52
7,57.78,45.84,5.24,4,4.98
7,57.38,64.34,5.03,4,1.37
7,59.90,37.97,5.30,4,-2.93
7,40.95,30.94,5.08,4,-3.12
7,34.93,36.51,5.29,4,5.27
7,57.78,45.84,5.24,4,4.59
7,57.38,64.34,5.03,4,2.34
7,59.90,37.97,5.30,4,-0.20
7,40.95,30.94,5.08,4,-2.83
7,34.93,36.51,5.29,4,2.54
7,57.78,45.84,5.24,4,4.30
7,57.38,64.34,5.03,4,4.00
7,59.90,37.97,5.30,4,1.95
7,40.95,30.94,5.08,4,-6.74
7,34.93,36.51,5.29,4,5.96
7,57.78,45.84,5.24,4,6.15
7,57.38,64.34,5.03,4,2.73
7,59.90,37.97,5.30,4,-2.34
7,40.95,30.94,5.08,4,-1.76
7,34.93,36.51,5.29,4,4.30
7,57.78,45.84,5.24,4,6.15
7,57.38,64.34,5.03,4,0.98
7,59.90,37.97,5.30,4,-2.44
7,40.95,30.94,5.08,4,-4.10
7,34.93,36.51,5.29,5,-1.95
7,57.78,45.84,5.24,5,-3.42
7,57.38,64.34,5.03,5,-1.56
7,59.90,37.97,5.30,5,-9.08
7,40.95,30.94,5.08,5,-4.10
7,34.93,36.51,5.29,5,-2.54
7,57.78,45.84,5.24,5,-5.08
7,57.38,64.34,5.03,5,-3.71
7,59.90,37.97,5.30,5,-4.20
7,40.95,30.94,5.08,5,-4.10
7,34.93,36.51,5.29,5,-2.34
7,57.78,45.84,5.24,5,-2.05
7,57.38,64.34,5.03,5,-2.25
7,59.90,37.97,5.30,5,-4.20
7,40.95,30.94,5.08,5,-4.49
7,34.93,36.51,5.29,5,-2.25
7,57.78,45.84,5.24,5,-1.46
7,57.38,64.34,5.03,5,-3.71
7,59.90,37.97,5.30,5,-7.52
7,40.95,30.94,5.08,5,-2.93
7,34.93,36.51,5.29,5,-2.54
7,57.78,45.84,5.24,5,-2.93
7,57.38,64.34,5.03,5,-2.34
7,59.90,37.97,5.30,5,-6.93
7,40.95,30.94,5.08,5,-3.91
7,34.93,36.51,5.29,5,-2.34
7,57.78,45.84,5.24,5,-2.64
7,57.38,64.34,5.03,5,-2.73
7,59.90,37.97,5.30,5,-7.42
7,40.95,30.94,5.08,5,-3.61
7,34.93,36.51,5.29,5,-2.34
7,57.78,45.84,5.24,5,-3.71
7,57.38,64.34,5.03,5,-1.56
7,59.90,37.97,5.30,5,-6.05
7,40.95,30.94,5.08,5,-3.81
7,34.93,36.51,5.29,5,-3.32
7,57.78,45.84,5.24,5,-1.76
7,57.38,64.34,5.03,5,-2.34
7,59.90,37.97,5.30,5,-7.62
7,40.95,30.94,5.08,5,-4.49
7,34.93,36.51,5.29,5,-2.83
7,57.78,45.84,5.24,5,-3.32
7,57.38,64.34,5.03,5,-2.54
7,59.90,37.97,5.30,5,-5.18
7,40.95,30.94,5.08,5,-4.20
7,34.93,36.51,5.29,5,-2.25
7,57.78,45.84,5.24,5,-1.95
7,57.38,64.34,5.03,5,-3.42
7,59.90,37.97,5.30,5,-8.11
7,40.95,30.94,5.08,5,-3.32
7,34.93,36.51,5.29,6,-2.64
7,57.78,45.84,5.24,6,-3.91
7,57.38,64.34,5.03,6,-2.15
7,59.90,37.97,5.30,6,-11.33
7,40.95,30.94,5.08,6,-3.91
7,34.93,36.51,5.29,6,-2.44
7,57.78,45.84,5.24,6,-4.20
7,57.38,64.34,5.03,6,-2.15
7,59.90,37.97,5.30,6,-4.20
7,40.95,30.94,5.08,6,-4.39
7,34.93,36.51,5.29,6,-2.44
7,57.78,45.84,5.24,6,-2.44
7,57.38,64.34,5.03,6,-2.54
7,59.90,37.97,5.30,6,-5.66
7,40.95,30.94,5.08,6,-4.39
7,34.93,36.51,5.29,6,-3.03
7,57.78,45.84,5.24,6,-1.37
7,57.38,64.34,5.03,6,-5.27
7,59.90,37.97,5.30,6,-8.40
7,40.95,30.94,5.08,6,-5.08
7,34.93,36.51,5.29,6,-3.22
7,57.78,45.84,5.24,6,-2.64
7,57.38,64.34,5.03,6,-2.64
7,59.90,37.97,5.30,6,-7.52
7,40.95,30.94,5.08,6,-3.81
7,34.93,36.51,5.29,6,-1.86
7,57.78,45.84,5.24,6,-2.44
7,57.38,64.34,5.03,6,-1.86
7,59.90,37.97,5.30,6,-7.52
7,40.95,30.94,5.08,6,-3.03
7,34.93,36.51,5.29,6,-2.15
7,57.78,45.84,5.24,6,-4.49
7,57.38,64.34,5.03,6,-2.34
7,59.90,37.97,5.30,6,-6.74
7,40.95,30.94,5.08,6,-4.39
7,34.93,36.51,5.29,6,-2.15
7,57.78,45.84,5.24,6,-1.66
7,57.38,64.34,5.03,6,-2.73
7,59.90,37.97,5.30,6,-5.47
7,40.95,30.94,5.08,6,-4.79
7,34.93,36.51,5.29,6,-2.25
7,57.78,45.84,5.24,6,-5.08
7,57.38,64.34,5.03,6,-2.15
7,59.90,37.97,5.30,6,-8.89
7,40.95,30.94,5.08,6,-4.20
7,34.93,36.51,5.29,6,-2.15
7,57.78,45.84,5.24,6,-2.64
7,57.38,64.34,5.03,6,-2.64
7,59.90,37.97,5.30,6,-8.59
7,40.95,30.94,5.08,6,-3.32
7,34.93,36.51,5.29,7,1.46
7,57.78,45.84,5.24,7,0.59
7,57.38,64.34,5.03,7,1.27
7,59.90,37.97,5.30,7,8.98
7,40.95,30.94,5.08,7,1.07
7,34.93,36.51,5.29,7,1.76
7,57.78,45.84,5.24,7,0.59
7,57.38,64.34,5.03,7,0.39
7,59.90,37.97,5.30,7,2.15
7,40.95,30.94,5.08,7,1.07
7,34.93,36.51,5.29,7,1.95
7,57.78,45.84,5.24,7,0.49
7,57.38,64.34,5.03,7,1.27
7,59.90,37.97,5.30,7,2.25
7,40.95,30.94,5.08,7,1.07
7,34.93,36.51,5.29,7,1.37
7,57.78,45.84,5.24,7,0.39
7,57.38,64.34,5.03,7,0.68
7,59.90,37.97,5.30,7,7.13
7,40.95,30.94,5.08,7,0.88
7,34.93,36.51,5.29,7,0.78
7,57.78,45.84,5.24,7,0.49
7,57.38,64.34,5.03,7,0.98
7,59.90,37.97,5.30,7,8.50
7,40.95,30.94,5.08,7,1.27
7,34.93,36.51,5.29,7,1.66
7,57.78,45.84,5.24,7,1.56
7,57.38,64.34,5.03,7,0.29
7,59.90,37.97,5.30,7,5.18
7,40.95,30.94,5.08,7,0.78
7,34.93,36.51,5.29,7,1.37
7,57.78,45.84,5.24,7,0.68
7,57.38,64.34,5.03,7,0.88
7,59.90,37.97,5.30,7,4.59
7,40.95,30.94,5.08,7,1.27
7,34.93,36.51,5.29,7,0.98
7,57.78,45.84,5.24,7,0.68
7,57.38,64.34,5.03,7,1.17
7,59.90,37.97,5.30,7,5.08
7,40.95,30.94,5.08,7,0.88
7,34.93,36.51,5.29,7,1.37
7,57.78,45.84,5.24,7,0.59
7,57.38,64.34,5.03,7,0.78
7,59.90,37.97,5.30,7,4.49
7,40.95,30.94,5.08,7,0.59
7,34.93,36.51,5.29,7,1.07
7,57.78,45.84,5.24,7,0.98
7,57.38,64.34,5.03,7,0.78
7,59.90,37.97,5.30,7,6.15
7,40.95,30.94,5.08,7,0.49
4,61.90,16.84,5.10,4,-3.52
4,66.34,77.30,5.24,4,-4.10
4,81.18,147.82,5.03,4,-4.00
4,97.42,56.29,4.90,4,2.25
4,61.03,35.03,5.03,4,8.89
4,21.26,53.89,5.07,4,-20.21
4,61.01,71.23,4.92,4,-2.73
4,58.20,83.45,4.97,4,6.93
4,71.57,133.60,4.74,4,-5.76
4,42.90,71.04,4.96,4,-3.42
4,74.91,51.16,4.95,4,-2.25
4,39.95,94.25,5.01,4,-14.55
4,6.03,6.66,4.76,4,-3.81
4,30.67,52.35,4.97,4,-1.95
4,61.90,16.84,5.10,4,-3.12
4,66.34,77.30,5.24,4,-2.83
4,81.18,147.82,5.03,4,-5.08
4,97.42,56.29,4.90,4,2.54
4,61.03,35.03,5.03,4,7.42
4,21.26,53.89,5.07,4,-17.19
4,61.01,71.23,4.92,4,-4.59
4,58.20,83.45,4.97,4,7.03
4,71.57,133.60,4.74,4,-7.42
4,42.90,71.04,4.96,4,-0.78
4,74.91,51.16,4.95,4,-0.20
4,39.95,94.25,5.01,4,-15.14
4,6.03,6.66,4.76,4,-3.12
4,30.67,52.35,4.97,4,-0.59
4,61.90,16.84,5.10,4,-1.95
4,66.34,77.30,5.24,4,-1.56
4,81.18,147.82,5.03,4,-5.37
4,97.42,56.29,4.90,4,4.79
4,61.03,35.03,5.03,4,8.11
4,21.26,53.89,5.07,4,-19.73
4,61.01,71.23,4.92,4,-1.56
4,58.20,83.45,4.97,4,4.98
4,71.57,133.60,4.74,4,-7.42
4,42.90,71.04,4.96,4,-3.42
4,74.91,51.16,4.95,4,5.18
4,39.95,94.25,5.01,4,-8.01
4,6.03,6.66,4.76,4,-2.05
4,30.67,52.35,4.97,4,-2.15
4,61.90,16.84,5.10,4,-2.83
4,66.34,77.30,5.24,4,-3.32
4,81.18,147.82,5.03,4,-4.79
4,97.42,56.29,4.90,4,4.10
4,61.03,35.03,5.03,4,8.01
4,21.26,53.89,5.07,4,-19.92
4,61.01,71.23,4.92,4,0.88
4,58.20,83.45,4.97,4,2.54
4,71.57,133.60,4.74,4,-6.93
4,42.90,71.04,4.96,4,-2.93
4,74.91,51.16,4.95,4,7.42
4,39.95,94.25,5.01,4,-13.18
4,6.03,6.66,4.76,4,-3.91
4,30.67,52.35,4.97,4,-1.56
4,61.90,16.84,5.10,4,-1.07
4,66.34,77.30,5.24,4,-2.44
4,81.18,147.82,5.03,4,-1.86
4,97.42,56.29,4.90,4,3.22
4,61.03,35.03,5.03,4,9.28
4,21.26,53.89,5.07,4,-20.31
4,61.01,71.23,4.92,4,-3.12
4,58.20,83.45,4.97,4,3.91
4,71.57,133.60,4.74,4,-8.11
4,42.90,71.04,4.96,4,-2.83
4,74.91,51.16,4.95,4,4.10
4,39.95,94.25,5.01,4,-10.94
4,6.03,6.66,4.76,4,-6.05
4,30.67,52.35,4.97,4,-2.44
4,61.90,16.84,5.10,4,-3.03
4,66.34,77.30,5.24,4,-4.59
4,81.18,147.82,5.03,4,-3.42
4,97.42,56.29,4.90,4,8.98
4,61.03,35.03,5.03,4,6.93
4,21.26,53.89,5.07,4,-21.09
4,61.01,71.23,4.92,4,-2.05
4,58.20,83.45,4.97,4,2.44
4,71.57,133.60,4.74,4,-7.71
4,42.90,71.04,4.96,4,-0.98
4,74.91,51.16,4.95,4,-0.29
4,39.95,94.25,5.01,4,-9.28
4,6.03,6.66,4.76,4,-5.27
4,30.67,52.35,4.97,4,-3.42
4,61.90,16.84,5.10,4,-4.59
4,66.34,77.30,5.24,4,-2.25
4,81.18,147.82,5.03,4,-5.76
4,97.42,56.29,4.90,4,5.37
4,61.03,35.03,5.03,4,7.03
4,21.26,53.89,5.07,4,-21.29
4,61.01,71.23,4.92,4,1.95
4,58.20,83.45,4.97,4,2.83
4,71.57,133.60,4.74,4,-7.91
4,42.90,71.04,4.96,4,-1.76
4,74.91,51.16,4.95,4,0.20
4,39.95,94.25,5.01,4,-8.98
4,6.03,6.66,4.76,4,-0.88
4,30.67,52.35,4.97,4,-5.47
4,61.90,16.84,5.10,5,-5.18
4,66.34,77.30,5.24,5,-6.74
4,81.18,147.82,5.03,5,-4.79
4,97.42,56.29,4.90,5,-16.70
4,61.03,35.03,5.03,5,-4.39
4,21.26,53.89,5.07,5,-12.89
4,61.01,71.23,4.92,5,-8.01
4,58.20,83.45,4.97,5,-4.30
4,71.57,133.60,4.74,5,-19.63
4,42.90,71.04,4.96,5,-5.76
4,74.91,51.16,4.95,5,-7.13
4,39.95,94.25,5.01,5,-9.86
4,6.03,6.66,4.76,5,-43.07
4,30.67,52.35,4.97,5,-15.92
4,61.90,16.84,5.10,5,-4.00
4,66.34,77.30,5.24,5,-9.38
4,81.18,147.82,5.03,5,-4.59
4,97.42,56.29,4.90,5,-14.75
4,61.03,35.03,5.03,5,-6.45
4,21.26,53.89,5.07,5,-13.38
4,61.01,71.23,4.92,5,-9.28
4,58.20,83.45,4.97,5,-4.88
4,71.57,133.60,4.74,5,-20.70
4,42.90,71.04,4.96,5,-6.25
4,74.91,51.16,4.95,5,-13.87
4,39.95,94.25,5.01,5,-10.45
4,6.03,6.66,4.76,5,-33.30
4,30.67,52.35,4.97,5,-16.50
4,61.90,16.84,5.10,5,-4.30
4,66.34,77.30,5.24,5,-10.16
4,81.18,147.82,5.03,5,-5.18
4,97.42,56.29,4.90,5,-15.43
4,61.03,35.03,5.03,5,-4.10
4,21.26,53.89,5.07,5,-16.11
4,61.01,71.23,4.92,5,-22.46
4,58.20,83.45,4.97,5,-21.68
4,71.57,133.60,4.74,5,-13.67
4,42.90,71.04,4.96,5,-7.32
4,74.91,51.16,4.95,5,-13.67
4,39.95,94.25,5.01,5,-8.59
4,6.03,6.66,4.76,5,-32.23
4,30.67,52.35,4.97,5,-16.50
4,61.90,16.84,5.10,5,-4.69
4,66.34,77.30,5.24,5,-9.67
4,81.18,147.82,5.03,5,-5.27
4,97.42,56.29,4.90,5,-12.70
4,61.03,35.03,5.03,5,-5.47
4,21.26,53.89,5.07,5,-17.29
4,61.01,71.23,4.92,5,-13.87
4,58.20,83.45,4.97,5,-9.77
4,71.57,133.60,4.74,5,-12.79
4,42.90,71.04,4.96,5,-6.05
4,74.91,51.16,4.95,5,-12.99
4,39.95,94.25,5.01,5,-9.28
4,6.03,6.66,4.76,5,-21.68
4,30.67,52.35,4.97,5,-14.55
4,61.90,16.84,5.10,5,-4.98
4,66.34,77.30,5.24,5,-9.57
4,81.18,147.82,5.03,5,-5.76
4,97.42,56.29,4.90,5,-15.72
4,61.03,35.03,5.03,5,-4.79
4,21.26,53.89,5.07,5,-12.30
4,61.01,71.23,4.92,5,-9.96
4,58.20,83.45,4.97,5,-18.65
4,71.57,133.60,4.74,5,-9.38
4,42.90,71.04,4.96,5,-7.91
4,74.91,51.16,4.95,5,-16.89
4,39.95,94.25,5.01,5,-11.52
4,6.03,6.66,4.76,5,-22.85
4,30.67,52.35,4.97,5,-15.04
4,61.90,16.84,5.10,5,-4.30
4,66.34,77.30,5.24,5,-4.30
4,81.18,147.82,5.03,5,-7.32
4,97.42,56.29,4.90,5,-14.36
4,61.03,35.03,5.03,5,-4.10
4,21.26,53.89,5.07,5,-14.65
4,61.01,71.23,4.92,5,-6.64
4,58.20,83.45,4.97,5,-11.62
4,71.57,133.60,4.74,5,-20.90
4,42.90,71.04,4.96,5,-6.93
4,74.91,51.16,4.95,5,-19.53
4,39.95,94.25,5.01,5,-11.23
4,6.03,6.66,4.76,5,-21.00
4,30.67,52.35,4.97,5,-17.09
4,61.90,16.84,5.10,5,-4.30
4,66.34,77.30,5.24,5,-6.93
4,81.18,147.82,5.03,5,-7.03
4,97.42,56.29,4.90,5,-15.53
4,61.03,35.03,5.03,5,-5.96
4,21.26,53.89,5.07,5,-18.16
4,61.01,71.23,4.92,5,-6.45
4,58.20,83.45,4.97,5,-5.76
4,71.57,133.60,4.74,5,-21.39
4,42.90,71.04,4.96,5,-7.03
4,74.91,51.16,4.95,5,-15.53
4,39.95,94.25,5.01,5,-13.18
4,6.03,6.66,4.76,5,-24.02
4,30.67,52.35,4.97,5,-16.80
4,61.90,16.84,5.10,6,-4.49
4,66.34,77.30,5.24,6,-7.71
4,81.18,147.82,5.03,6,-5.18
4,97.42,56.29,4.90,6,-14.45
4,61.03,35.03,5.03,6,-7.42
4,21.26,53.89,5.07,6,-14.55
4,61.01,71.23,4.92,6,-9.96
4,58.20,83.45,4.97,6,-18.95
4,71.57,133.60,4.74,6,-14.26
4,42.90,71.04,4.96,6,-6.74
4,74.91,51.16,4.95,6,-13.48
4,39.95,94.25,5.01,6,-12.11
4,6.03,6.66,4.76,6,-29.59
4,30.67,52.35,4.97,6,-14.06
4,61.90,16.84,5.10,6,-4.88
4,66.34,77.30,5.24,6,-8.79
4,81.18,147.82,5.03,6,-5.47
4,97.42,56.29,4.90,6,-14.16
4,61.03,35.03,5.03,6,-4.49
4,21.26,53.89,5.07,6,-14.94
4,61.01,71.23,4.92,6,-10.25
4,58.20,83.45,4.97,6,-6.25
4,71.57,133.60,4.74,6,-18.07
4,42.90,71.04,4.96,6,-6.25
4,74.91,51.16,4.95,6,-12.30
4,39.95,94.25,5.01,6,-10.16
4,6.03,6.66,4.76,6,-32.81
4,30.67,52.35,4.97,6,-14.26
4,61.90,16.84,5.10,6,-3.71
4,66.34,77.30,5.24,6,-17.58
4,81.18,147.82,5.03,6,-5.66
4,97.42,56.29,4.90,6,-15.14
4,61.03,35.03,5.03,6,-6.05
4,21.26,53.89,5.07,6,-16.21
4,61.01,71.23,4.92,6,-19.43
4,58.20,83.45,4.97,6,-20.51
4,71.57,133.60,4.74,6,-14.65
4,42.90,71.04,4.96,6,-7.03
4,74.91,51.16,4.95,6,-12.11
4,39.95,94.25,5.01,6,-10.35
4,6.03,6.66,4.76,6,-36.72
4,30.67,52.35,4.97,6,-13.87
4,61.90,16.84,5.10,6,-4.98
4,66.34,77.30,5.24,6,-28.42
4,81.18,147.82,5.03,6,-6.35
4,97.42,56.29,4.90,6,-12.79
4,61.03,35.03,5.03,6,-5.08
4,21.26,53.89,5.07,6,-15.43
4,61.01,71.23,4.92,6,-8.40
4,58.20,83.45,4.97,6,-11.23
4,71.57,133.60,4.74,6,-13.57
4,42.90,71.04,4.96,6,-7.91
4,74.91,51.16,4.95,6,-13.96
4,39.95,94.25,5.01,6,-9.47
4,6.03,6.66,4.76,6,-23.54
4,30.67,52.35,4.97,6,-12.89
4,61.90,16.84,5.10,6,-3.91
4,66.34,77.30,5.24,6,-12.50
4,81.18,147.82,5.03,6,-6.25
4,97.42,56.29,4.90,6,-14.36
4,61.03,35.03,5.03,6,-4.79
4,21.26,53.89,5.07,6,-13.87
4,61.01,71.23,4.92,6,-7.23
4,58.20,83.45,4.97,6,-19.73
4,71.57,133.60,4.74,6,-10.06
4,42.90,71.04,4.96,6,-5.66
4,74.91,51.16,4.95,6,-16.02
4,39.95,94.25,5.01,6,-11.52
4,6.03,6.66,4.76,6,-22.95
4,30.67,52.35,4.97,6,-16.60
4,61.90,16.84,5.10,6,-4.88
4,66.34,77.30,5.24,6,-7.13
4,81.18,147.82,5.03,6,-5.37
4,97.42,56.29,4.90,6,-14.94
4,61.03,35.03,5.03,6,-4.59
4,21.26,53.89,5.07,6,-16.11
4,61.01,71.23,4.92,6,-8.40
4,58.20,83.45,4.97,6,-18.95
4,71.57,133.60,4.74,6,-15.72
4,42.90,71.04,4.96,6,-7.81
4,74.91,51.16,4.95,6,-23.24
4,39.95,94.25,5.01,6,-12.89
4,6.03,6.66,4.76,6,-18.85
4,30.67,52.35,4.97,6,-14.16
4,61.90,16.84,5.10,6,-4.79
4,66.34,77.30,5.24,6,-6.05
4,81.18,147.82,5.03,6,-6.25
4,97.42,56.29,4.90,6,-14.45
4,61.03,35.03,5.03,6,-4.69
4,21.26,53.89,5.07,6,-15.72
4,61.01,71.23,4.92,6,-6.74
4,58.20,83.45,4.97,6,-6.45
4,71.57,133.60,4.74,6,-15.23
4,42.90,71.04,4.96,6,-6.84
4,74.91,51.16,4.95,6,-18.46
4,39.95,94.25,5.01,6,-13.87
4,6.03,6.66,4.76,6,-22.66
4,30.67,52.35,4.97,6,-16.99
4,61.90,16.84,5.10,7,0.39
4,66.34,77.30,5.24,7,0.78
4,81.18,147.82,5.03,7,0.68
4,97.42,56.29,4.90,7,9.38
4,61.03,35.03,5.03,7,1.07
4,21.26,53.89,5.07,7,0.10
4,61.01,71.23,4.92,7,1.17
4,58.20,83.45,4.97,7,6.93
4,71.57,133.60,4.74,7,5.96
4,42.90,71.04,4.96,7,1.17
4,74.91,51.16,4.95,7,11.23
4,39.95,94.25,5.01,7,1.95
4,6.03,6.66,4.76,7,14.55
4,30.67,52.35,4.97,7,4.49
4,61.90,16.84,5.10,7,0.39
4,66.34,77.30,5.24,7,0.49
4,81.18,147.82,5.03,7,0.20
4,97.42,56.29,4.90,7,12.30
4,61.03,35.03,5.03,7,1.56
4,21.26,53.89,5.07,7,0.49
4,61.01,71.23,4.92,7,1.27
4,58.20,83.45,4.97,7,3.22
4,71.57,133.60,4.74,7,4.00
4,42.90,71.04,4.96,7,2.83
4,74.91,51.16,4.95,7,9.28
4,39.95,94.25,5.01,7,2.05
4,6.03,6.66,4.76,7,16.41
4,30.67,52.35,4.97,7,5.96
4,61.90,16.84,5.10,7,0.20
4,66.34,77.30,5.24,7,0.49
4,81.18,147.82,5.03,7,0.39
4,97.42,56.29,4.90,7,10.64
4,61.03,35.03,5.03,7,1.46
4,21.26,53.89,5.07,7,0.29
4,61.01,71.23,4.92,7,3.91
4,58.20,83.45,4.97,7,32.03
4,71.57,133.60,4.74,7,5.57
4,42.90,71.04,4.96,7,0.78
4,74.91,51.16,4.95,7,10.55
4,39.95,94.25,5.01,7,1.17
4,6.03,6.66,4.76,7,23.44
4,30.67,52.35,4.97,7,4.79
4,61.90,16.84,5.10,7,0.10
4,66.34,77.30,5.24,7,1.27
4,81.18,147.82,5.03,7,1.07
4,97.42,56.29,4.90,7,8.89
4,61.03,35.03,5.03,7,0.59
4,21.26,53.89,5.07,7,0.20
4,61.01,71.23,4.92,7,20.02
4,58.20,83.45,4.97,7,9.28
4,71.57,133.60,4.74,7,5.86
4,42.90,71.04,4.96,7,0.29
4,74.91,51.16,4.95,7,8.40
4,39.95,94.25,5.01,7,2.15
4,6.03,6.66,4.76,7,12.40
4,30.67,52.35,4.97,7,6.54
4,61.90,16.84,5.10,7,0.49
4,66.34,77.30,5.24,7,1.07
4,81.18,147.82,5.03,7,0.39
4,97.42,56.29,4.90,7,16.31
4,61.03,35.03,5.03,7,0.39
4,21.26,53.89,5.07,7,0.29
4,61.01,71.23,4.92,7,0.88
4,58.20,83.45,4.97,7,37.30
4,71.57,133.60,4.74,7,7.62
4,42.90,71.04,4.96,7,0.59
4,74.91,51.16,4.95,7,9.18
4,39.95,94.25,5.01,7,1.76
4,6.03,6.66,4.76,7,9.96
4,30.67,52.35,4.97,7,6.45
4,61.90,16.84,5.10,7,0.29
4,66.34,77.30,5.24,7,0.20
4,81.18,147.82,5.03,7,1.17
4,97.42,56.29,4.90,7,11.82
4,61.03,35.03,5.03,7,2.73
4,21.26,53.89,5.07,7,0.59
4,61.01,71.23,4.92,7,0.68
4,58.20,83.45,4.97,7,37.21
4,71.57,133.60,4.74,7,5.76
4,42.90,71.04,4.96,7,1.27
4,74.91,51.16,4.95,7,10.35
4,39.95,94.25,5.01,7,5.47
4,6.03,6.66,4.76,7,13.18
4,30.67,52.35,4.97,7,5.47
4,61.90,16.84,5.10,7,0.20
4,66.34,77.30,5.24,7,0.49
4,81.18,147.82,5.03,7,0.78
4,97.42,56.29,4.90,7,8.79
4,61.03,35.03,5.03,7,0.49
4,21.26,53.89,5.07,7,0.20
4,61.01,71.23,4.92,7,12.01
4,58.20,83.45,4.97,7,5.37
4,71.57,133.60,4.74,7,5.18
4,42.90,71.04,4.96,7,0.20
4,74.91,51.16,4.95,7,2.15
4,39.95,94.25,5.01,7,2.34
4,6.03,6.66,4.76,7,13.96
4,30.67,52.35,4.97,7,5.27
0,86.76,105.54,4.97,4,-4.88
0,86.76,105.54,4.97,4,-6.35
0,86.76,105.54,4.97,4,-6.93
0,86.76,105.54,4.97,4,-4.00
0,86.76,105.54,4.97,4,-8.30
0,86.76,105.54,4.97,4,-6.93
0,86.76,105.54,4.97,5,-11.72
0,86.76,105.54,4.97,5,-10.06
0,86.76,105.54,4.97,5,-15.62
0,86.76,105.54,4.97,5,-14.16
0,86.76,105.54,4.97,5,-14.94
0,86.76,105.54,4.97,6,-14.84
0,86.76,105.54,4.97,6,-15.04
0,86.76,105.54,4.97,6,-15.04
0,86.76,105.54,4.97,6,-13.87
0,86.76,105.54,4.97,6,-14.55
0,86.76,105.54,4.97,7,2.54
0,86.76,105.54,4.97,7,3.42
0,86.76,105.54,4.97,7,2.44
0,86.76,105.54,4.97,7,1.86
0,86.76,105.54,4.97,7,1.17
1,60.22,41.45,4.64,4,-2.64
1,84.24,93.94,4.72,4,-3.91
1,55.44,81.24,4.76,4,-3.91
1,119.75,119.38,4.69,4,-8.30
1,56.51,46.74,4.92,4,-11.04
1,60.22,41.45,4.64,4,-4.30
1,84.24,93.94,4.72,4,-0.98
1,55.44,81.24,4.76,4,-5.57
1,119.75,119.38,4.69,4,-9.18
1,56.51,46.74,4.92,4,-10.55
1,60.22,41.45,4.64,4,-1.76
1,84.24,93.94,4.72,4,-0.68
1,55.44,81.24,4.76,4,-2.93
1,119.75,119.38,4.69,4,-8.40
1,56.51,46.74,4.92,4,-12.70
1,60.22,41.45,4.64,4,0.00
